Key,分诊主类,子类,类别说明,根因/处置,摘要,功能模块,频次,严重度,状态,报告人,创建,更新,复现步骤全文,最新注释,评论数,全部评论,链接
DNA-1537,C,C,改写/意图/落域错(下游接不住),query'暂停'被识别成暂停媒体·意图错,【0602实车】【语音控制】【PP】语音无法中断正在执行中的遮阳帘调节动作，停止指令拒时,语音控制,必现,B,Verifying,Wei Jiahua 魏嘉华,2026-06-02,2026-07-01,"1、前提说明：车机当前在主页面
2、步骤描述：语音输入：打开遮阳帘，停止
3、期望结果：听到停止的指令，可以暂停
4、实际结果：拒识“停”
5、测试版本： 
ZXD版本：IS4PQU4012G06012_20260602
M核版本：IS4PR_ZXD1.2E_S_S32GM_Q_D_v4.0.12.0_20260602_132330
豆包版本：202605290350_20260529
6、发生时间：2026年6月2日 16：35",query【暂停】被识别成暂停媒体，预期被识别成暂停遮阳帘，请确认下,3,"Zhang Shaokun 张少坤（2026-06-20）：复测不通过
---
Wei Jiahua 魏嘉华（2026-07-01）：1、前提说明：车机当前在主页面
2、步骤描述：语音输入：打开遮阳帘，停止
3、期望结果：听到停止的指令，可以暂停
4、实际结果：拒识“停”
ZXD:IS4PDU6000G06261
M核：IS4P600000
豆包：202606290658
复测验证不通过
---
Yu Mingming 余明明（2026-07-01）：query【暂停】被识别成暂停媒体，预期被识别成暂停遮阳帘，请确认下",http://jira.z-onesoftware.com:8080/browse/DNA-1537
DNA-699,C,C,改写/意图/落域错(下游接不住),晕车舒缓显示 误识成驾驶模式,【实车点测】【407】【PP】车辆不支持晕车舒缓显示设置,屏幕控制,必现,B,ANALYZING,邴岱一-DNA,2026-04-24,2026-06-30,"步骤描述：语音唤醒后输入""打开晕动舒服显示"">“关闭晕动舒缓显示”
期望结果：打开成功
实际结果：车辆暂时不支持晕动舒缓显示
测试时间：2026-04-24 18：52
ZXD：IS4PQD4007G04231
豆包版本：202604211324",planner识别成驾驶模式的晕车舒缓模式了，麻烦看下,3,"傅骏-DNA（2026-04-30）：晕动舒缓显示无法识别语音
问题复现时间：2026-04-29 22:26
豆包：202604281213
ZXD：IS4PQD4008G04291
---
Wei Jiahua 魏嘉华（2026-06-21）：ZXD版本：IS4PDU5005G06201
M核版本：IS4P500502
豆包版本：202606171624
验证问题未修复
---
Yu Mingming 余明明（2026-06-30）：planner识别成驾驶模式的晕车舒缓模式了，麻烦看下",http://jira.z-onesoftware.com:8080/browse/DNA-699
DNA-2084,E,E,低优功能缺失/能力边界,VQA特种车辆识别·不在需求范围,【0615实车】【PP】【VQA】前方带警示的车是什么车，无法识别特殊车辆,VQA,必现,B,DRAFT,Wei Xianguo 魏献国,2026-06-15,2026-07-02,"步骤：语音：前面带有警示的车是什么车
期望：根据警示灯的作用以及车牌的作用进行回答
实际：只识别车标，回答为普通车辆，无法识别特殊车辆
时间：2026.06.15 16：49
ZXD版本：IS4PQU0412G06141_20260615
M核版本：IS4PR_ZXD1.2E_S_S32GM_Q_D_v4.0.12.1_20260412_132330
豆包版本：202606141002_20260615
日志链接：[链接]",不在需求范围内，车辆识别只识别车辆品牌/型号/价格/销量等基础信息，不包含特种车辆的识别。 [~pwhcoy] 不在需求范围内，辛苦确认后往下流转。,4,"Wei Jiahua 魏嘉华（2026-06-21）：ZXD版本：IS4PDU5005G06201
M核版本：IS4P500502
豆包版本：202606171624
验证问题未修复
---
Xie Yiming 谢一鸣（2026-06-25）：[图]
---
Xie Yiming 谢一鸣（2026-06-25）：这个问题我需要转到上游去，但是我现在转不了~他们还没有Jira账号
---
Lv Penghao 吕鹏浩（2026-07-02）：不在需求范围内，车辆识别只识别车辆品牌/型号/价格/销量等基础信息，不包含特种车辆的识别。 [~pwhcoy] 不在需求范围内，辛苦确认后往下流转。",http://jira.z-onesoftware.com:8080/browse/DNA-2084
DNA-1562,E,E,低优功能缺失/能力边界,记忆喜好 提醒需开记忆【动态示例】,【实车点检】【PP】语音让豆包记忆喜好后，豆包提醒需要开启记忆功能,账号与记忆,必现,B,DRAFT,傅骏-DNA,2026-06-03,2026-07-04,"前提说明：
车辆正常上电
步骤描述：
告诉豆包""我喜欢吃粤菜""
期望结果：
豆包正常记忆乘客的喜好
实际结果：
豆包正常记忆乘客的喜好，但提醒开启记忆功能
测试时间：2026-06-03 01:00
ZXD版本：IS4PQD4011G05291_20260529
M核版本：IS4PR_ZXD1.2E_S_S32GM_Q_D_v4.0.11.1_20260527_132330
豆包版本：202606020812_20260602",动态示例修复 7.3,3,"Wei Jiahua 魏嘉华（2026-06-21）：ZXD版本：IS4PDU5005G06201
M核版本：IS4P500502
豆包版本：202606171624
验证问题未修复
---
Xu Ran 徐燃（2026-06-30）：受上下文干扰影响，planner直接判定记忆开关没有打开，需要把开支值给planner才行，[~fuhbgj]
---
Wang Zemin 王泽民（2026-07-02）：动态示例修复 7.3",http://jira.z-onesoftware.com:8080/browse/DNA-1562
DNA-632,E,E,低优功能缺失/能力边界,阅读灯亮度调节·未收到需求,【0423实车点检】【IS4PQD4007G0422】【内灯】语音不支持阅读灯亮度档位调节,语音控制,必现,B,PENDING,刘吉琳-DNA,2026-04-23,2026-06-26,"步骤：语音输入“阅读灯亮度调到标准，阅读灯亮度调到最亮，阅读灯亮度调到柔和”
期望：语音能控制阅读灯亮度档位
实际：语音不支持控制阅读灯亮度档位调节
时间：16:02
豆包：202604211324
ZXD：IS4PQD4007G04221
M核：IS4PR_ZXD1.2E_S_S32GM_Q_D_v0.0.0.0_20260422_013820",没有收到阅读灯亮度调节的需求，[~pwhcoy] 辛苦帮忙确认,6,"Zheng Yongchao 郑永超（2026-04-27）：阅读灯当前是不支持控制的，5/17后才会支持[~itipqm]
---
傅骏-DNA（2026-04-30）：阅读灯亮度无法调节
问题复现时间：2026-04-29 22:07
豆包：202604281213
ZXD：IS4PQD4008G04291
---
刘吉琳-DNA（2026-05-07）：未提测
---
liyue 李月（2026-05-29）：[图]
---
刘吉琳-DNA（2026-06-23）：5.0.6版本未修复 [^video_1776931681.mp4][^video_1782216250.mp4]
---
Chen Guoguo 陈果果（2026-06-26）：没有收到阅读灯亮度调节的需求，[~pwhcoy] 辛苦帮忙确认",http://jira.z-onesoftware.com:8080/browse/DNA-632
DNA-2639,D,D,非Planner(ASR/感知/下游),下游AINavi返回mSubSceneId错误,【地图】【语音控制地图】前方路况/安全提醒/电子烟播报关闭语音说关闭前方路况/安全提醒/电子烟播报，TTS回复做好了,AI Navi,一般,B,DRAFT,Cui Chengyu 崔成煜,2026-06-30,2026-07-08,"1.车辆上电

二、操作步骤：

1.进入地图app

2.在主图

3.语音说关闭前方路况/安全提醒/电子烟播报

三.预期结果

TTS按逻辑回复已经关闭了

四.实际结果

TTS回复做好了

五，时间

2026 6/ 30 13：59","[~lfepav] 返回的mSubSceneId错了

[图]",4,"Huang Lin 黄林（2026-06-30）：[图]

这个指令是关闭前方路况的，不是巡航播报的开关。

巡航播报的设置是：

传入的 intent: CRUISE_BROADCAST_ON 这个是打开，  CRUISE_BROADCAST_OFF，这个是关闭

然后对应的 naviSlot 里面的 cruiseBroadcastType 有类型，TRIFFIC，E_EYE，SAFTY

 

[图]
---
Huang Lin 黄林（2026-06-30）：前方路况的指令有误，电子眼和安全提醒是对的，我这边也返回了类型。请确认
---
Yu Mingming 余明明（2026-07-04）：[~pwhcoy] 豆包播报的话术不对；
[~bcejgr] 预期下发的是【导航路况播报开关】
~/Downloads/logs-3 (1)/mnt/vendor/logdata/sovp/logserver_debug/vendor.zone.systemlog@1.0-service/log_0103.log:
3676: [2026-06-30 13:59:17.804658] D/VehCtrlController(3136/3086): [SaicFunc][originTag=VehCtrlController] [36988ea6-9354-4cba-8583-e245e9ad8c21] [Binder:3086_3/97] [release-20260624_002721] onVehicleControl response, result = {""req_id"":""
---
Yu Mingming 余明明（2026-07-04）：[~lfepav] 返回的mSubSceneId错了

[图]",http://jira.z-onesoftware.com:8080/browse/DNA-2639
DNA-2214,D,D,非Planner(ASR/感知/下游),手机录音语音·声纹/防录音无法区分,【基础应用】【蓝牙电话】用手机录制语音：打开蓝牙电话，车机端可以正常识别,语音控制,必现,B,DRAFT,Zhang Hua 张华,2026-06-24,2026-07-08,"步骤描述：用手机录音：打开蓝牙电话
期望结果：正常可以区分
实际结果：无法区分
版本：IS4PDU5005G06201
问题发生时间：23/六月/23 13:31 下午",[~pwhcoy] 泽民，麻烦帮忙看下这个bug是否是问题。,1,Yang Zhongyu 杨忠谕（2026-07-01）：[~pwhcoy] 泽民，麻烦帮忙看下这个bug是否是问题。,http://jira.z-onesoftware.com:8080/browse/DNA-2214
DNA-712,D,D,非Planner(ASR/感知/下游),系统不识别语音意图·ASR,【实车点检】【PP】【4.0.7】0424：系统不识别语音意图,语音控制,经常发生,B,ANALYZING,邴岱一-DNA,2026-04-24,2026-06-26,"步骤：发出语音指令
ZXD：IS4PQD4007G04231
豆包版本：202604211324
期望：系统正确理解语音意图，并执行相关动作。
实际：系统不识别语音意图，，反馈不准确或者无效语音，也不执行相应动作。",请修复后备注验证版本流转,5,"Wang Dongxu 王东旭（2026-05-06）：重复问题，同DNA-716
---
邴岱一-DNA（2026-05-10）：待716解决后，此票同步备注修复版本，一起验证关闭
---
Wei Xianguo 魏献国（2026-06-20）：未修复
ZXD版本：IS4PQU5005G06173_20260619
M核版本：IS4PR_ZXD1.2E_S_S32GM_Q_D_v5.0.5.1_20260619_132330
豆包版本：202606161244_20260619
---
Wang Dongxu 王东旭（2026-06-25）：|重复问题，同DNA-716|
---
Huang Chang 黄畅（2026-06-26）：请修复后备注验证版本流转",http://jira.z-onesoftware.com:8080/browse/DNA-712
DNA-586,D,D,非Planner(ASR/感知/下游),VQA车内人数识别有误,【410实车点检】【PP】车内人数识别有误，无法正确获取车内人数,VQA,必现,B,ANALYZING,邴岱一-DNA,2026-04-21,2026-06-29,"步骤描述：语音获取车内人数数量，根据车内人数播报正常人数
期望结果：根据车内人数正常播报车内人数
实际结果：无法根据车内人数进行播报
测试时间：2026-04-21 9:19
豆包：202604171155
ZXD：IS4PQD4024G04191",复测不通过,1,Zhang Shaokun 张少坤（2026-06-20）：复测不通过,http://jira.z-onesoftware.com:8080/browse/DNA-586
DNA-2596,F,F,严重性误标/非问题/已闭环,预约升级=跳转页面·待确认非问题,【基础应用】【语音控制FOTA】【实车5258】【6.0.1】语音：预约升级时间为今天下午17点，反馈：我已经帮你把升级时间预约到17点整啦。。实际并未预约,语音控制,必现,B,DRAFT,曾宪冬-IC,2026-06-30,2026-06-30,"见日志和视频
【前提条件】

1.实车正常上高压，P挡

【操作步骤】

1.实车无升级任务
2.语音查询是否为最新版本
3.观察反馈和页面跳转动作

【期望结果】
语音：预约升级时间为今天下午17点，反馈：我已经帮你把升级时间预约到17点整啦。。实际正常预约

【实际结果】
语音：预约升级时间为今天下午17点，反馈：我已经帮你把升级时间预约到17点整啦。。实际并未预约

【发生时间】

20260630

【再现率】 100%

【测试用机】 无

【测试版本】IS4PDU6001G06281

【外接外设】无

【Selinux状态】 开启
【Log等级】 默认开启5级",预约升级功能为跳转到指定的升级页面，请[~pwhcoy] 帮忙确认下。,1,Yang Zhongyu 杨忠谕（2026-06-30）：预约升级功能为跳转到指定的升级页面，请[~pwhcoy] 帮忙确认下。,http://jira.z-onesoftware.com:8080/browse/DNA-2596
DNA-2595,F,F,严重性误标/非问题/已闭环,确认升级=跳转页面·分析认为非问题,【基础应用】【语音控制FOTA】【实车5258】【6.0.1】升级提示弹窗显示中，语音：确定升级，反馈：好的，这就确认执行系统升级。。实际并未进行升级流程,语音控制,必现,B,DRAFT,曾宪冬-IC,2026-06-30,2026-06-30,"见日志和视频
【前提条件】

1.实车正常上高压，P挡

【操作步骤】

1.实车无升级任务
2.语音查询是否为最新版本
3.观察反馈和页面跳转动作

【期望结果】
升级提示弹窗显示中，语音：确定升级，反馈：好的，这就确认执行系统升级。。实际进入升级流程

【实际结果】
升级提示弹窗显示中，语音：确定升级，反馈：好的，这就确认执行系统升级。。实际并未进行升级流程

【发生时间】

20260630

【再现率】 100%

【测试用机】 无

【测试版本】IS4PDU6001G06281

【外接外设】无

【Selinux状态】 开启
【Log等级】 默认开启5级",系统升级不会直接执行具体的升级流程，只会跳转到指定页面请[~pwhcoy] 泽民，帮忙确认下，我认为不是问题。,1,Yang Zhongyu 杨忠谕（2026-06-30）：系统升级不会直接执行具体的升级流程，只会跳转到指定页面请[~pwhcoy] 泽民，帮忙确认下，我认为不是问题。,http://jira.z-onesoftware.com:8080/browse/DNA-2595
DNA-2514,F,F,严重性误标/非问题/已闭环,蓝牙返回上页·待确认是否需求,【基础应用】【蓝牙电话】【5.0.5】蓝牙电话打开下语音“返回上个页面”，返回失败,语音控制,必现,B,DRAFT,Li Yudian 李钰点,2026-06-29,2026-07-08,"【前提条件】
1.电源模式: RUN

【操作步骤】
1、打开蓝牙电话
2、语音：打开qq音乐
3、语音：打开蓝牙电话
4、语音：返回上一页

【期望结果】
1、回到qq音乐页面

【实际结果】
1、返回失败

【发生时间】2026年 6月29 13：45 15：16

【再现率】 3/3

【测试环境】
版本：IS4PDU5006G06201
MCU：IS4P500401
环境：台架",[~pwhcoy] 泽民，帮忙确认下有此需求吗？,1,Yang Zhongyu 杨忠谕（2026-06-30）：[~pwhcoy] 泽民，帮忙确认下有此需求吗？,http://jira.z-onesoftware.com:8080/browse/DNA-2514
DNA-2403,F,F,严重性误标/非问题/已闭环,联系人翻页·待确认是否需求,【基础应用】【蓝牙电话】搜索联系人，联系人过多时，语音执行不了下一页指令,语音控制,必现,B,DRAFT,Li Yudian 李钰点,2026-06-26,2026-07-08,"【前提条件】
1、车机上电

【操作步骤】
1.搜索结果列表较多需翻页
2.用户语音说""下一页""

【期望结果】
1、列表翻到下一页；2. 显示更多联系人选项

【实际结果】
1、执行不了

【发生时间】2026年 6月26 16：56
【再现率】 3/3

【测试环境】台架
版本号：IS4PDD5005G06173",[~pwhcoy] 泽民，麻烦看看这个问题蓝牙电话没有这个需求，麻烦帮忙确认下。,1,Yang Zhongyu 杨忠谕（2026-07-01）：[~pwhcoy] 泽民，麻烦看看这个问题蓝牙电话没有这个需求，麻烦帮忙确认下。,http://jira.z-onesoftware.com:8080/browse/DNA-2403
DNA-2351,F,F,严重性误标/非问题/已闭环,冰箱温度单位℃/°·待确认是否问题,【车控车设】【冰箱】【5.0.6】豆包语音冰箱温度单位为℃，车载冰箱温度单位为°,语音控制,必现,C,DRAFT,Zhang Sen 张森,2026-06-26,2026-07-13,"【前提条件】
电源模式: RUN
1.冰箱开启
【操作步骤】
唤醒语音调节冰箱温度
【期望结果】
1. 豆包回复语音温度单位为°
【实际结果】
豆包回复语音温度单位为℃
【发生时间】
2026年6月25日19：03",[~pwhcoy] 泽民，帮忙确认下这个是问题吗？,1,Yang Zhongyu 杨忠谕（2026-06-26）：[~pwhcoy] 泽民，帮忙确认下这个是问题吗？,http://jira.z-onesoftware.com:8080/browse/DNA-2351
DNA-2311,F,F,严重性误标/非问题/已闭环,后排无座椅按摩·符合设计非问题,【车控车设】【语音控制座椅】【5.0.5】语音调节后排座椅按摩模式，TTS回复后排没有座椅按摩,—,必现,B,DRAFT,Pan Jinqiang 潘金强,2026-06-25,2026-07-08,"【前置条件】
配置后排座椅按摩
【操作步骤】
语音：后排座椅模式调到蛇形
【期望结果】
TTS播报并执行后排座椅模式调到蛇形
【实际结果】
tts播报后排没有座椅按摩功能
【发生时间】
2026年6月25日13：24
【再现率】 3/3
【外接外设】无
【Log等级】 默认开启5级",后排没有座椅按摩功能，故播报没有后排座椅按摩功能是符合设计的，辛苦产品帮忙确认一下,1,Chen Guoguo 陈果果（2026-07-07）：后排没有座椅按摩功能，故播报没有后排座椅按摩功能是符合设计的，辛苦产品帮忙确认一下,http://jira.z-onesoftware.com:8080/browse/DNA-2311
DNA-2310,F,F,严重性误标/非问题/已闭环,后排无座椅按摩·符合设计非问题,【车控车设】【语音控制座椅】【5.0.5】语音调节后排座椅按摩力度，TTS回复后排没有座椅按摩功能。,—,必现,B,DRAFT,Pan Jinqiang 潘金强,2026-06-25,2026-07-08,"【前置条件】
配置后排座椅按摩
【操作步骤】
语音：后排座椅按摩调到3档
【期望结果】
TTS播报并执行后排座椅按摩到3档
【实际结果】
tts播报后排没有座椅按摩功能
【发生时间】
2026年6月25日13：24
【再现率】 3/3
【外接外设】无
【Log等级】 默认开启5级",后排没有座椅按摩功能，故播报没有后排座椅按摩功能是符合设计的，辛苦产品帮忙确认一下,1,Chen Guoguo 陈果果（2026-07-07）：后排没有座椅按摩功能，故播报没有后排座椅按摩功能是符合设计的，辛苦产品帮忙确认一下,http://jira.z-onesoftware.com:8080/browse/DNA-2310
DNA-2141,F,F,严重性误标/非问题/已闭环,看电视剧无法打开·实车无法复现,【语音】【语音与大模型】语音唤醒后：“我要看电视剧”，无法打开视频播放软件,语音控制,必现,B,ANALYZING,Lu Naixin 鲁乃鑫,2026-06-22,2026-07-14,"步骤描述：语音唤醒后：“我要看电视剧”
期望结果：打开视频播放软件
实际结果：无法打开播放软件
版本：IS4PDU5005G06201
问题发生时间：0618 15：30",实车测试没有问题 [图],2,"Tian Gaolin 田高琳（2026-07-02）：20260622153024093ECEBD9CCE1C92BB19

 


被拒识了 query
---
Wang Zemin 王泽民（2026-07-14）：实车测试没有问题 [图]",http://jira.z-onesoftware.com:8080/browse/DNA-2141
DNA-1980,F,F,严重性误标/非问题/已闭环,打开氛围灯设置页·无此需求非问题,"【实车点检】【PP】【4.0.12】语音发起指令""打开氛围灯设置界面""，实际未打开",语音控制,必现,B,DRAFT,傅骏-DNA,2026-06-10,2026-06-26,"前提说明：
车辆正常上电
步骤描述：
副驾：""打开氛围灯设置界面""
期望结果：
打开氛围灯设置界面
实际结果：
未打开氛围灯设置界面
测试时间：2026-06-10 19:04
ZXD版本：IS4PQU0412G06101
M核版本：IS4P401201
豆包版本：202606090930

log见：[链接] 附件",没有打开氛围灯设置页面的需求，不是问题，辛苦泽民确认下,2,"傅骏-DNA（2026-06-21）：ZXD版本：IS4PDU5005G06201
M核版本：IS4P500502
豆包版本：202606161244
验证问题未修复
---
Chen Guoguo 陈果果（2026-06-26）：没有打开氛围灯设置页面的需求，不是问题，辛苦泽民确认下",http://jira.z-onesoftware.com:8080/browse/DNA-1980
DNA-1933,F,F,严重性误标/非问题/已闭环,后排唤起关电源·需求无此限制,【0608实车】【PP】安全控制后排也可以语音唤起关闭电源,语音控制,偶发,B,DRAFT,Wu Han 吴函,2026-06-08,2026-06-26,"步骤描述：后排语音：关闭车内电源
期望结果：回复后排没有权限，只有主驾才可以控制一键下电类似提示
实际结果：直接出现下电二次确认弹框
ZXD版本：IS4PQU4012G06061_20260606
M核版本：IS4PR_ZXD1.2E_S_S32GM_Q_D_v4.0.11.1_20260527_132330
豆包版本：202606060316_20260606
测试时间：2026-06-08 16:17
日志链接：[链接]",需求里没有这个限制，麻烦产品确认下,2,"Wei Jiahua 魏嘉华（2026-06-21）：ZXD版本：IS4PDU5005G06201
M核版本：IS4P500502
豆包版本：202606171624
验证问题未修复
---
Yu Mingming 余明明（2026-06-26）：需求里没有这个限制，麻烦产品确认下",http://jira.z-onesoftware.com:8080/browse/DNA-1933
DNA-1932,F,F,严重性误标/非问题/已闭环,副驾唤起关电源·需求无此限制,【0608实车】【PP】安全控制副驾也可以语音唤起关闭电源,语音控制,偶发,B,DRAFT,Wu Han 吴函,2026-06-08,2026-06-26,"步骤描述：副驾语音：关闭车内电源
期望结果：回复副驾没有权限，只有主驾才可以控制一键下电类似提示
实际结果：直接出现下电二次确认弹框
ZXD版本：IS4PQU4012G06061_20260606
M核版本：IS4PR_ZXD1.2E_S_S32GM_Q_D_v4.0.11.1_20260527_132330
豆包版本：202606060316_20260606
测试时间：2026-06-08 16:07
日志链接：[链接]",需求里没有这个限制，麻烦产品确认下,2,"Wei Jiahua 魏嘉华（2026-06-21）：ZXD版本：IS4PDU5005G06201
M核版本：IS4P500502
豆包版本：202606171624
验证问题未修复
---
Yu Mingming 余明明（2026-06-26）：需求里没有这个限制，麻烦产品确认下",http://jira.z-onesoftware.com:8080/browse/DNA-1932
DNA-1825,F,F,严重性误标/非问题/已闭环,关空调马上开·复测通过已闭环,【0605实车】【卢总产品走查】【PP】语音：语音关闭空调后马上通过语音指令打开，TTS回复：你是要打开什么呢，记忆能力差,语音控制,偶发,B,DRAFT,Wei Jiahua 魏嘉华,2026-06-05,2026-06-30,"2、语音输入：语音关闭空调后马上通过语音指令打开
3、期望结果：打开空调
4、实际结果：TTS回复：你是要打开什么呢，记忆能力差
5、测试版本： 
ZXD版本：IS4PQU4012G06032_20260603
M核版本：IS4PR_ZXD1.2E_S_S32GM_Q_D_v4.0.12.0_20260603_132330
豆包版本：202606020812_20260603
6、发生时间：2026年6月5日 11：34
视频参考使时间：00：03
日志链接：[链接]",复测通过,1,Zhang Shaokun 张少坤（2026-06-20）：复测通过,http://jira.z-onesoftware.com:8080/browse/DNA-1825
DNA-1822,F,F,严重性误标/非问题/已闭环,屏幕VQA性能差·已共识下线,【0605实车】【卢总产品走查】【PP】语音查看桌面壁纸的显示内容，TTS回复识别不出当前壁纸内容,语音基础,偶发,B,DRAFT,Wei Jiahua 魏嘉华,2026-06-05,2026-07-04,"2、语音输入：查看桌面壁纸的显示内容
3、期望结果：正确识别桌面显示内容并进行回复
4、实际结果：TTS回复：识别不出当前壁纸内容
5、测试版本： 
ZXD版本：IS4PQU4012G06032_20260603
M核版本：IS4PR_ZXD1.2E_S_S32GM_Q_D_v4.0.12.0_20260603_132330
豆包版本：202606020812_20260603
6、发生时间：2026年6月5日 11：10
视频参考使时间：04：32
日志链接：[链接]",屏幕识别功能因性能原因，无法提前截取屏幕内容会把AI画布也一起截上，导致功能基本不可用。 双方已达成共识下线屏幕VQA识别能力。 辛苦[~pwhcoy] 泽民确认后流转,2,"Zhang Shaokun 张少坤（2026-06-20）：复测不通过
---
Lv Penghao 吕鹏浩（2026-07-04）：屏幕识别功能因性能原因，无法提前截取屏幕内容会把AI画布也一起截上，导致功能基本不可用。 双方已达成共识下线屏幕VQA识别能力。 辛苦[~pwhcoy] 泽民确认后流转",http://jira.z-onesoftware.com:8080/browse/DNA-1822
DNA-1664,F,F,严重性误标/非问题/已闭环,全屏不支持·待确认需求,【0604实车】【PP】【4.0.12】语音输入“全屏”，TTS说说不支持该功能,语音控制,必现,B,DRAFT,刘吉琳-DNA,2026-06-04,2026-07-09,开发分析,[~pwhcoy] 泽民麻烦确认下此需求,3,"刘吉琳-DNA（2026-06-04）：日志文件与 DNA-1674票的日志相同，请在1674的票上取
---
傅骏-DNA（2026-06-21）：ZXD版本：IS4PDU5005G06201
M核版本：IS4P500502
豆包版本：202606161244
验证问题未修复
---
Yang Zhongyu 杨忠谕（2026-07-09）：[~pwhcoy] 泽民麻烦确认下此需求",http://jira.z-onesoftware.com:8080/browse/DNA-1664
DNA-1484,F,F,严重性误标/非问题/已闭环,视觉调用慢周视问题·非问题待确认,【总裁演示】【0601_275实车】【视角调用】【PP】【4.0.11】语音视觉调用较慢，TTS回复周视存在问题,语音基础,必现,B,DRAFT,Gao Yuan 高源,2026-06-01,2026-06-25,"步骤描述：语音：看看车前面有什么。
期望结果：调起摄像头，分析车前信息。
实际结果：视角调用较慢，TTS回复周视角存在问题。
ZXD版本：IS4PQU4011G06011_20260611
M核版本：IS4PR_ZXD1.2E_S_S32GM_Q_D_v4.0.11.1_20260527_132330
豆包版本：202605290350_20260529
时间：2026年6月1日 16：27",非问题，辛苦二次确认下,4,"Wei Xianguo 魏献国（2026-06-03）：[图]
---
Wei Xianguo 魏献国（2026-06-04）：[图]
---
Lv Penghao 吕鹏浩（2026-06-25）：不是问题：1、 VQA工具中取图和VLM模型性能目前已无进一步优化空间； 2、问车的周围有什么回复不支持是因为车外只支持前视和后视两个位置的摄像头图片获取，左边、右边等位置不支持，符合预期。

辛苦泽民确认下非问题
---
Lv Penghao 吕鹏浩（2026-06-25）：非问题，辛苦二次确认下",http://jira.z-onesoftware.com:8080/browse/DNA-1484
DNA-1174,F,F,严重性误标/非问题/已闭环,行人警示音切换·复测通过已闭环,【0520台架】【语音控制-音效】【PP】行人警示音（灵犀，星穹，锐风）模式的切换，豆包回复已切换，实际未切换,语音控制,必现,B,DRAFT,Wei Jiahua 魏嘉华,2026-05-20,2026-06-29,"1、前提说明：车机当前在音量调节页面
2、步骤描述：语音输入：将行人警示音切换为灵犀
3、期望结果：行人警示音切换为灵犀
4、实际结果：回复已切换，实际未切换
5、测试版本： 
ZXD：IS4PQD4009G05171_20260517
M核：IS4PR_ZXD1.2E_S_S32GM_Q_D_v4.0.9.3_20260514_145745
豆包版本：202605141224_20260514
6、发生时间：2026年5月20日 13：31",复测通过,1,Zhang Shaokun 张少坤（2026-06-20）：复测通过,http://jira.z-onesoftware.com:8080/browse/DNA-1174
DNA-713,F,F,严重性误标/非问题/已闭环,尾门放下+语音矛盾·已解决待关单,【实车点检】【PP】【4.0.7】0424：没有执行后尾门放下动作且语音反馈与语音指令前后矛盾-QQ,语音控制,经常发生,B,ANALYZING,邴岱一-DNA,2026-04-24,2026-06-25,"步骤：尾门处于打开状态，发出语音，观察结果
ZXD：IS4PQD4007G04231
豆包版本：202604211324
期望：39后尾门放下；45锁上后备箱
实际：39不执行放下尾门动作，并且反馈语音后尾门就是打开的；45语音反馈锁上，实际未锁",已解决，待关单,2,"Wei Xianguo 魏献国（2026-06-20）：未修复
ZXD版本：IS4PQU5005G06173_20260619
M核版本：IS4PR_ZXD1.2E_S_S32GM_Q_D_v5.0.5.1_20260619_132330
豆包版本：202606161244_20260619
---
Wang Dongxu 王东旭（2026-06-25）：已解决，待关单",http://jira.z-onesoftware.com:8080/browse/DNA-713
